chr5	114272265	114276486	ENST00000422198	0	-	114272265	114276486	0	2	132,37,	0,4184,	chr5	114204471	114338491	ENSRNOT00000088984	0	-	114204471	114338491	0	2	820,98,	0,133922,
chr13	75126620	75173979	MSTRG.2392.1	0	+	75126620	75173979	0	2	214,70,	0,47289,	chr13	75158208	75167669	ENSRNOT00000076067	0	+	75158208	75167669	0	4	33,169,146,129,	0,553,5984,9332,
chr13	75126620	75173979	MSTRG.2392.1	0	+	75126620	75173979	0	2	214,70,	0,47289,	chr13	75163932	75167669	ENSRNOT00000076847	0	+	75163932	75167669	0	2	406,129,	0,3608,
chr13	75126620	75173979	MSTRG.2392.1	0	+	75126620	75173979	0	2	214,70,	0,47289,	chr13	75158129	75172023	ENSRNOT00000076586	0	+	75158129	75172023	0	3	112,146,145,	0,6063,13749,
chr13	50062313	50063272	MSTRG.2650.1	0	-	50062313	50063272	0	2	341,126,	0,833,	chr13	50010388	50066267	MSTRG.7633.3	0	+	50010388	50066267	0	3	24,81,116,	0,54812,55763,
chr13	50062313	50063272	MSTRG.2650.1	0	-	50062313	50063272	0	2	341,126,	0,833,	chr13	50032957	50066284	MSTRG.7633.4	0	+	50032957	50066284	0	3	26,81,133,	0,32243,33194,
chr13	50062313	50063272	MSTRG.2650.1	0	-	50062313	50063272	0	2	341,126,	0,833,	chr13	49986888	50082070	MSTRG.7633.2	0	+	49986888	50082070	0	10	387,81,115,105,73,101,143,477,517,117,	0,78312,79263,83183,84073,86751,90304,92279,94127,95065,
chr13	50062313	50063248	ENST00000437919	0	-	50062313	50063248	0	2	341,102,	0,833,	chr13	50010388	50066267	MSTRG.7633.3	0	+	50010388	50066267	0	3	24,81,116,	0,54812,55763,
chr13	50062313	50063248	ENST00000437919	0	-	50062313	50063248	0	2	341,102,	0,833,	chr13	50032957	50066284	MSTRG.7633.4	0	+	50032957	50066284	0	3	26,81,133,	0,32243,33194,
chr13	50062313	50063248	ENST00000437919	0	-	50062313	50063248	0	2	341,102,	0,833,	chr13	49986888	50082070	MSTRG.7633.2	0	+	49986888	50082070	0	10	387,81,115,105,73,101,143,477,517,117,	0,78312,79263,83183,84073,86751,90304,92279,94127,95065,
chr17	75200774	75207372	ENST00000598573	0	-	75200774	75207372	0	2	464,280,	0,6318,	chr17	74753026	75300947	MSTRG.11772.1	0	+	74753026	75300947	0	5	299,66,39,36,5865,	0,508,208544,425703,542056,
chr17	75200774	75207372	ENST00000598573	0	-	75200774	75207372	0	2	464,280,	0,6318,	chr17	74753051	75307127	MSTRG.11772.2	0	+	74753051	75307127	0	4	549,39,36,12045,	0,208519,425678,542031,
chr17	75200774	75207372	ENST00000598573	0	-	75200774	75207372	0	2	464,280,	0,6318,	chr17	75061319	75300947	MSTRG.11772.5	0	+	75061319	75300947	0	3	918,36,5865,	0,117410,233763,
chr17	77692632	77694121	ENST00000412388	0	+	77692632	77694121	0	2	281,136,	0,1353,	chr17	77690130	77715257	MSTRG.11792.2	0	-	77690130	77715257	0	3	103,87,84,	0,23239,25043,
chr1	264975931	264978605	ENST00000547077	0	+	264975931	264978605	0	2	223,387,	0,2287,	chr1	264975410	264976633	ENSRNOT00000083963	0	-	264975410	264976633	0	2	127,131,	0,1092,
chr1	264975948	264983491	ENST00000546988	0	+	264975948	264983491	0	3	206,205,456,	0,2270,7087,	chr1	264975410	264976633	ENSRNOT00000083963	0	-	264975410	264976633	0	2	127,131,	0,1092,
chr1	215744458	215746244	ENST00000417089	0	-	215744458	215746244	0	5	536,128,129,135,510,	0,647,853,1064,1276,	chr1	215745105	215747061	MSTRG.2653.1	0	-	215745105	215747061	0	4	128,129,135,1323,	0,206,417,633,
chr1	215744458	215746244	ENST00000417089	0	-	215744458	215746244	0	5	536,128,129,135,510,	0,647,853,1064,1276,	chr1	215745311	215746035	MSTRG.2653.2	0	-	215745311	215746035	0	3	129,131,297,	0,211,427,
chr1	215744390	215747142	ENST00000414790	0	-	215744390	215747142	0	5	604,128,129,135,1404,	0,715,921,1132,1348,	chr1	215745105	215747061	MSTRG.2653.1	0	-	215745105	215747061	0	4	128,129,135,1323,	0,206,417,633,
chr1	215744390	215747142	ENST00000414790	0	-	215744390	215747142	0	5	604,128,129,135,1404,	0,715,921,1132,1348,	chr1	215745311	215746035	MSTRG.2653.2	0	-	215745311	215746035	0	3	129,131,297,	0,211,427,
chr1	215744403	215746508	ENST00000411861	0	-	215744403	215746508	0	4	830,129,135,770,	0,908,1119,1335,	chr1	215745105	215747061	MSTRG.2653.1	0	-	215745105	215747061	0	4	128,129,135,1323,	0,206,417,633,
chr1	215744403	215746508	ENST00000411861	0	-	215744403	215746508	0	4	830,129,135,770,	0,908,1119,1335,	chr1	215745311	215746035	MSTRG.2653.2	0	-	215745311	215746035	0	3	129,131,297,	0,211,427,
chr1	215744403	215746747	ENST00000439725	0	-	215744403	215746747	0	5	591,128,129,131,1009,	0,702,908,1119,1335,	chr1	215745105	215747061	MSTRG.2653.1	0	-	215745105	215747061	0	4	128,129,135,1323,	0,206,417,633,
chr1	215744403	215746747	ENST00000439725	0	-	215744403	215746747	0	5	591,128,129,131,1009,	0,702,908,1119,1335,	chr1	215745311	215746035	MSTRG.2653.2	0	-	215745311	215746035	0	3	129,131,297,	0,211,427,
chr1	215744403	215747086	ENST00000412788	0	-	215744403	215747086	0	5	585,128,129,135,1348,	0,702,908,1119,1335,	chr1	215745105	215747061	MSTRG.2653.1	0	-	215745105	215747061	0	4	128,129,135,1323,	0,206,417,633,
chr1	215744403	215747086	ENST00000412788	0	-	215744403	215747086	0	5	585,128,129,135,1348,	0,702,908,1119,1335,	chr1	215745311	215746035	MSTRG.2653.2	0	-	215745311	215746035	0	3	129,131,297,	0,211,427,
chr1	215744655	215745794	ENST00000436715	0	-	215744655	215745794	0	4	339,335,135,56,	0,450,867,1083,	chr1	215745105	215747061	MSTRG.2653.1	0	-	215745105	215747061	0	4	128,129,135,1323,	0,206,417,633,
chr1	215744655	215745794	ENST00000436715	0	-	215744655	215745794	0	4	339,335,135,56,	0,450,867,1083,	chr1	215745311	215746035	MSTRG.2653.2	0	-	215745311	215746035	0	3	129,131,297,	0,211,427,
chr3	83148090	83149188	ENST00000533531	0	-	83148090	83149188	0	2	621,286,	0,812,	chr3	83146155	83149158	ENSRNOT00000083244	0	-	83146155	83149158	0	5	34,116,58,712,256,	0,134,1275,1844,2747,
chr3	82935140	83139828	ENST00000532864	0	-	82935140	83139828	0	11	32,82,35,45,65,108,76,47,140,114,83,	0,1436,8355,22882,23708,40484,70648,73212,144589,199079,204605,	chr3	83111152	83134363	ENSRNOT00000092216	0	-	83111152	83134363	0	2	156,144,	0,23067,
chr3	82935140	83139828	ENST00000532864	0	-	82935140	83139828	0	11	32,82,35,45,65,108,76,47,140,114,83,	0,1436,8355,22882,23708,40484,70648,73212,144589,199079,204605,	chr3	83052723	83134363	ENSRNOT00000085939	0	-	83052723	83134363	0	3	444,95,144,	0,29412,81496,
chr3	83134292	83139525	ENST00000637980	0	-	83134292	83139525	0	2	41,321,	0,4912,	chr3	83111152	83134363	ENSRNOT00000092216	0	-	83111152	83134363	0	2	156,144,	0,23067,
chr3	83134292	83139525	ENST00000637980	0	-	83134292	83139525	0	2	41,321,	0,4912,	chr3	83052723	83134363	ENSRNOT00000085939	0	-	83052723	83134363	0	3	444,95,144,	0,29412,81496,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221151527	221158838	MSTRG.2821.4	0	-	221151527	221158838	0	3	377,2479,3104,	0,1120,4207,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221152135	221158785	MSTRG.2821.6	0	-	221152135	221158785	0	2	4752,658,	0,5992,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221152135	221158851	MSTRG.2821.5	0	-	221152135	221158851	0	2	4752,708,	0,6008,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221152135	221158783	MSTRG.2821.8	0	-	221152135	221158783	0	3	3464,1153,656,	0,3599,5992,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221152135	221158792	MSTRG.2821.7	0	-	221152135	221158792	0	2	139,6479,	0,178,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221152135	221158819	MSTRG.2821.9	0	-	221152135	221158819	0	2	5039,1550,	0,5134,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221152248	221158793	MSTRG.2821.10	0	-	221152248	221158793	0	2	4639,1768,	0,4777,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221152248	221158851	MSTRG.2820.2	0	+	221152248	221158851	0	2	3101,3479,	0,3124,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221152249	221158819	MSTRG.2821.11	0	-	221152249	221158819	0	2	3350,3085,	0,3485,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221152249	221158819	MSTRG.2821.12	0	-	221152249	221158819	0	2	2877,676,	0,5894,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221152252	221158788	MSTRG.2821.13	0	-	221152252	221158788	0	3	3347,1153,645,	0,3482,5891,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221152252	221158792	MSTRG.2821.14	0	-	221152252	221158792	0	3	3347,1067,1767,	0,3568,4773,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221154560	221156910	ENSRNOT00000093096	0	-	221154560	221156910	0	1	2350,	0,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221148283	221158788	MSTRG.2820.1	0	+	221148283	221158788	0	2	16,5403,	0,5102,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221148872	221158838	MSTRG.2821.1	0	-	221148872	221158838	0	2	3032,6191,	0,3775,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221150291	221158851	MSTRG.2821.2	0	-	221150291	221158851	0	3	1613,2475,3117,	0,2356,5443,
chr1	221153806	221154562	ENST00000620465	0	-	221153806	221154562	0	3	139,80,120,	0,236,636,	chr1	221150639	221158785	MSTRG.2821.3	0	-	221150639	221158785	0	3	1265,974,5108,	0,2008,3038,
chr1	221153581	221154538	ENST00000612781	0	-	221153581	221154538	0	4	30,31,80,96,	0,333,461,861,	chr1	221151527	221158838	MSTRG.2821.4	0	-	221151527	221158838	0	3	377,2479,3104,	0,1120,4207,
chr1	221153581	221154538	ENST00000612781	0	-	221153581	221154538	0	4	30,31,80,96,	0,333,461,861,	chr1	221152135	221158785	MSTRG.2821.6	0	-	221152135	221158785	0	2	4752,658,	0,5992,
chr1	221153581	221154538	ENST00000612781	0	-	221153581	221154538	0	4	30,31,80,96,	0,333,461,861,	chr1	221152135	221158851	MSTRG.2821.5	0	-	221152135	221158851	0	2	4752,708,	0,6008,
chr1	221153581	221154538	ENST00000612781	0	-	221153581	221154538	0	4	30,31,80,96,	0,333,461,861,	chr1	221152135	221158783	MSTRG.2821.8	0	-	221152135	221158783	0	3	3464,1153,656,	0,3599,5992,
chr1	221153581	221154538	ENST00000612781	0	-	221153581	221154538	0	4	30,31,80,96,	0,333,461,861,	chr1	221152135	221158792	MSTRG.2821.7	0	-	221152135	221158792	0	2	139,6479,	0,178,
chr1	221153581	221154538	ENST00000612781	0	-	221153581	221154538	0	4	30,31,80,96,	0,333,461,861,	chr1	221152135	221158819	MSTRG.2821.9	0	-	221152135	221158819	0	2	5039,1550,	0,5134,
